participant_id,distribution_type,distribution_name,engagement_id,engagement_started_PDT,engagement_completed_PDT,engagement_participation_status,BrokerPanelId,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q4_identity_top3_1,Q4_identity_top3_2,Q4_identity_top3_3,Q4_identity_top3_4,Q4_identity_top3_5,Q4_identity_top3_6,Q4_identity_top3_7,Q4_identity_top3_8,Q4_Other,Q4_Other_sentiment,Q4_Other_sentiment_percentage,Q5_identity_connection,Q5b_identity_connection_why,Q5b_Video_transcription,Q5b_Video_sentiment,Q5b_Video_sentiment_percentage,Q5b_Text,Q5b_Text_sentiment,Q5b_Text_sentiment_percentage,Q6_oneword,Q6_Video_transcription,Q6_Video_sentiment,Q6_Video_sentiment_percentage,Q6_Text,Q6_Text_sentiment,Q6_Text_sentiment_percentage,Q7_values_1,Q7_values_2,Q7_values_3,Q7_values_4,Q7_values_5,Q7_values_6,Q7_values_7,Q7_values_8,Q7_Other,Q7_Other_sentiment,Q7_Other_sentiment_percentage,Q8_onesentance,Q8_Video_transcription,Q8_Video_sentiment,Q8_Video_sentiment_percentage,Q8_Text,Q8_Text_sentiment,Q8_Text_sentiment_percentage,Q9_divisions_1,Q9_divisions_2,Q9_divisions_3,Q9_divisions_4,Q9_divisions_5,Q9_divisions_6,Q9_divisions_7,Q9_divisions_other,Q9_divisions_other_sentiment,Q9_divisions_other_sentiment_percentage,Q10_Connection_building_1,Q10_Connection_building_2,Q10_Connection_building_3,Q10_Connection_building_4,Q10_Connection_building_5,Q10_Connection_building_6,Q10_Connection_building_7,Q10_Other,Q10_Other_sentiment,Q10_Other_sentiment_percentage,Q11_cover_tailgate,Q11_video_transcription,Q11_video_sentiment,Q11_video_sentiment_percentage,Q11_Text,Q11_Text_sentiment,Q11_Text_sentiment_percentage,Q12_Future_hope,Q12_Future_hope_sentiment,Q12_Future_hope_sentiment_percentage,Q13_Future_fear,Q13_Future_fear_sentiment,Q13_Future_fear_sentiment_percentage,Q14_video_consent
a995c5a0-a483-4b64-b2c8-5394c0c0bb6d,Link,ARF,404dc27d-3f26-4088-b9b1-eba24bd94289,2025-05-05 13:27:02,2025-05-05 13:32:15,Completed,583684,British Columbia,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Heritage and ancestral connections,,,,,Belief systems and core values,Personal passions and curiosities,,,,,Not very connected,I'll type my answer instead📱,,,,"The Canadian identity has been destroyed over the last 10 years by an immigration system that instead of encouraging people to integrate into Canadian society, instead allow them to transform our streets and cities and workplace cultures into where they originated from. No incentive to integrate has eroded the Canadian society.",NEGATIVE,0.5992246866,I'll type my answer instead📱,,,,Suppressed,NEGATIVE,0.4958649576,,Freedom and autonomy,,,,,,,,,,I'll type my answer instead📱,,,,Overhaul of immigration and taxation systems; empowering the people to determine their own destiny and moratorium on immigration.,POSITIVE,0.6424461007,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,,,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,Instead of losing themselves to a globalist vision; Canada decided to be what they were always meant to be; Canadian.,NEUTRAL,0.7329424024,Conner Xavier Carter,NEUTRAL,0.9996646643,Communism,NEUTRAL,0.5808540583,
a9189b20-faf5-4de0-923b-b38b4ab05d1b,Link,ARF,1dfb1186-95cc-4321-9090-9a9020bcaf9f,2025-05-05 13:27:09,2025-05-05 13:30:21,Completed,275152,British Columbia,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Heritage and ancestral connections,,,,,Belief systems and core values,,,,,,Not very connected,I'll type my answer instead📱,,,,Because I feel like canda is falling camdians as a whole country right now. I do not feel like it is canada anymore.,NEGATIVE,0.9624764919,I'll type my answer instead📱,,,,We are true to our word,POSITIVE,0.9393915534,,Freedom and autonomy,,Indigenous reconciliation and rights,Environmental regeneration,,,,,,,I'll type my answer instead📱,,,,For immigration to stop and actually let cand8ans work and get to school.,POSITIVE,0.4473405182,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,Not sure,NEUTRAL,0.592210114,To go back to our values,POSITIVE,0.7014625072,We are loading who we are,NEUTRAL,0.9093813896,
8e51e700-5453-4f98-8bd0-50f4dc89176e,Link,ARF,4889d437-9187-4ac2-b363-05bc4b8aa2e6,2025-05-05 13:27:16,2025-05-05 13:33:39,Completed,309888,Ontario,"Rural (small town, village, or countryside)",Less than 5 years,Boomer (born ~1946–1964),,,,,,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,born 4th generation have kids,NEUTRAL,0.9485774636,I'll type my answer instead📱,,,,home,NEUTRAL,0.9929352403,Equitable systems,Freedom and autonomy,,,,,Community care networks,,,,,I'll type my answer instead📱,,,,unlock resources become a world leader,POSITIVE,0.8815741539,Resource and regional tensions,,Urban/rural disconnection,,,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,Sure - I'll record a video 🤳,No idea.,NEUTRAL,0.4234909117,,,,better economy,POSITIVE,0.9620003104,eoowarriors,NEUTRAL,0.6680739522,"No, I don’t give my consent for my video to be shared or used by Angus Reid forum and their clients publicly"
4bbf4ef8-d186-4519-9b80-9c85fc6f64d7,Link,ARF,62ecd498-3e1f-4eda-8cee-fa44eeaaee27,2025-05-05 13:27:21,2025-05-05 13:38:23,Completed,151501,Alberta,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),,Cultural and linguistic frameworks,Regional landscape and place,,,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,I can't really explain a Feeling,NEUTRAL,0.7815352678,I'll type my answer instead📱,,,,"""Sorry""",NEGATIVE,0.6813943982,,Freedom and autonomy,,,,,,Other,Militarism,NEUTRAL,0.9351328015,I'll type my answer instead📱,,,,Ottawa can stop screwing over Alberta,NEGATIVE,0.8808389306,Resource and regional tensions,,Urban/rural disconnection,,,,,,,,,,Cultural celebration and exchange,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,Geneva Convention suggestions ( it's a nod to our past military history and how ferocious we were),NEUTRAL,0.4535221457,Continuance,NEUTRAL,0.9603207111,Impoverished,NEGATIVE,0.9414328337,
13521b5e-d1f6-4857-9457-b44d5d382160,Link,ARF,f3e04610-064b-4e9d-a165-57d4e635f2b6,2025-05-05 13:27:34,2025-05-05 13:35:41,Completed,306005,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),,,Regional landscape and place,,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"For the values that we hold as a Nation, our health care, elderly care, pension plans, cleanliness of our country, the vastness of our country",POSITIVE,0.846449554,I'll type my answer instead📱,,,,Caring,POSITIVE,0.7120079994,Equitable systems,Freedom and autonomy,,Indigenous reconciliation and rights,,,,,,,,I'll type my answer instead📱,,,,Created a living environment that is beneficial to all who live regardless of origins,POSITIVE,0.989951551,,Political polarization,,,,Cultural misunderstanding,,,,,,,,Educational transformation,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,Come for the scenery stay for the people,POSITIVE,0.9236588478,Equality,NEUTRAL,0.6726326346,Separation,NEUTRAL,0.9575356841,
6f916d40-1256-48e7-be5e-abfe5a99ce10,Link,ARF,36f9c755-eb97-44f9-beb1-ff6e43e6dc8f,2025-05-05 13:27:46,2025-05-05 13:33:19,Completed,493839,Ontario,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),,,Regional landscape and place,,Work and creative contributions,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,"I feel safe, fulfilled and proud of what Canada has accomplished in its history. ",POSITIVE,0.9980728626,I'll type my answer instead📱,,,,Honest,NEUTRAL,0.985648036,Equitable systems,Freedom and autonomy,,,Environmental regeneration,,,,,,,I'll type my answer instead📱,,,,Lifted everyone out of poverty,NEGATIVE,0.4342013299,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Everyone welcome. Everyone prospers.,POSITIVE,0.9791570902,Sovereignty,NEUTRAL,0.8559790254,Absorbing,NEUTRAL,0.6944361329,
b5b84f5c-e683-45d1-a278-1a9d29e720c6,Link,ARF,0e5fe85f-c0c9-47a3-a9f3-de82df27a811,2025-05-05 13:27:58,2025-05-05 13:32:35,Completed,405943,British Columbia,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),,,,Community relationships and networks,,Belief systems and core values,,Other,Canadian,NEUTRAL,0.9997745156,Very connected,I'll type my answer instead📱,,,,I'm Canadian and proud to be one.,POSITIVE,0.9951865077,I'll type my answer instead📱,,,,Current government,NEUTRAL,0.9804480076,,Freedom and autonomy,,,,,,Other,Being independent,NEUTRAL,0.8965629935,I'll type my answer instead📱,,,,Balanced the government budget and gave back to the people,POSITIVE,0.8976794481,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,No idea,NEUTRAL,0.7032344341,Strength,NEUTRAL,0.5428583622,Cowards,NEGATIVE,0.8760052919,
ebfdd926-ed19-4036-82de-707cf490f74e,Link,ARF,a0b0adad-52a0-4606-a2f1-5337d87db1df,2025-05-05 13:28:07,2025-05-05 13:35:11,Completed,559841,Alberta,Urban (big city or downtown area),20+ years,Boomer (born ~1946–1964),,,,Community relationships and networks,Work and creative contributions,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,Because I grew up here and everything I’ve known in my life has been shaped by what I call Canadian values.,POSITIVE,0.8703721166,I'll type my answer instead📱,,,,Awesome,POSITIVE,0.9992061257,,Freedom and autonomy,,Indigenous reconciliation and rights,,,Community care networks,,,,,I'll type my answer instead📱,,,,Nothing would surprise me.,NEUTRAL,0.5882030725,,,Urban/rural disconnection,,Economic inequality,,,,,,Honest dialogue and listening,,,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,Not sure.,NEGATIVE,0.5657438636,Autonomous,NEUTRAL,0.9052454233,Separation,NEUTRAL,0.9575356841,
7aa694e3-6fb2-481d-8b94-d29d2963d04a,Link,ARF,cde497d9-c8a8-4cec-b4df-34c50d21139e,2025-05-05 13:28:12,2025-05-05 13:36:17,Completed,495517,Alberta,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,,Community relationships and networks,,Belief systems and core values,,,,,,Somewhat connected,I'll type my answer instead📱,,,,For the past 10 years we have been told we are racist. Have no values due to our beliefs and be called other names if not agreeing with what the govt wants you to believe,NEGATIVE,0.9427412748,I'll type my answer instead📱,,,,Freedom,NEUTRAL,0.6831740141,Equitable systems,Freedom and autonomy,,,,,Community care networks,,,,,I'll type my answer instead📱,,,,No more homelessness drugs or crime on our streets,POSITIVE,0.7735332251,Resource and regional tensions,Political polarization,,,,,,,,,,Collaborative community projects,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,As a once prosperous country we have now become lost in ideological thinking that isn’t working for everyone,NEGATIVE,0.7621376514,Prosperity,NEUTRAL,0.9701584578,Despair,NEGATIVE,0.9723119736,
4b9df71a-4ec7-4147-8e70-e4a15a4faed8,Link,ARF,8ac84dee-2751-43e0-a0dd-fe6afd6e6340,2025-05-05 13:28:16,2025-05-05 13:43:54,Completed,277393,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,,,Work and creative contributions,Belief systems and core values,,,,,,Somewhat connected,I'll type my answer instead📱,,,,All my life I have felt very thankful to be Canadian.  I think I am a fairly normal Canadian.  I believe it is essential to help my neighbours.  I believe that our government is good and that it is our responsibility to vote.  I believe in working to make my country better through everyday efforts.,POSITIVE,0.9986088872,I'll type my answer instead📱,,,,Steadfast,POSITIVE,0.6195921898,,Freedom and autonomy,,Indigenous reconciliation and rights,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,"By 2030, Canada should embrace the vision of Mr. Carney.  We must provide housing for all...not palaces for all but good communities.  We must change our thoughts about new technology.  I believe that we must evolve our technology so that our environment is healthy.  I was on municipal council when Kathleen Wynne was in power.  My ratepayers fought against newer technologies for energy.  Such stubbornness has prevented forward thinking about a new economy.  ",POSITIVE,0.7117654085,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,Exciting Progressive Country Where only the very best reigns.,POSITIVE,0.9500979781,Successful.,POSITIVE,0.9895330667,Old.,NEUTRAL,0.9063724875,
e5517370-4241-4ea2-aba3-ecaf5e04b52a,Link,ARF,a004b294-7670-498a-99bc-c586579b8216,2025-05-05 13:28:23,2025-05-05 13:37:36,Completed,148377,Ontario,"Rural (small town, village, or countryside)",20+ years,Gen X (born ~1965–1980),,,,,Work and creative contributions,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,"I have dual citizenship, Canadian and EU. I consider myself Canadian but grew up elsewhere and still maintain a connection with my birth country, there are parts of me that are very much European.",NEUTRAL,0.7787043452,I'll type my answer instead📱,,,,"Strong, Strong, Free",POSITIVE,0.9659715295,Equitable systems,Freedom and autonomy,Embracing pluralism,,,,,,,,,I'll type my answer instead📱,,,,"Increased self-reliance, expansion of international partnerships, greater autonomy, nationalist pride",POSITIVE,0.9661183953,,Political polarization,,,,Cultural misunderstanding,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,A story of resilience,NEUTRAL,0.5206493139,Harmony,NEUTRAL,0.9995456338,polarization,NEUTRAL,0.8685814142,
e3ae42f9-8950-45a9-81bd-07fcf4693b3e,Link,ARF,762d06a5-4c2e-496d-b364-f8e984902a1b,2025-05-05 13:28:23,2025-05-05 13:38:19,Completed,543626,Ontario,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),,,,Community relationships and networks,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"Im very Canadian, I can’t remember before I could skate, I say “eh” and believe in our multiculturalism as opposed to the American melting pot ",NEUTRAL,0.6786317825,I'll type my answer instead📱,,,,Not sure what you mean but I’ll go with “hockey”,NEUTRAL,0.9618803859,,Freedom and autonomy,,Indigenous reconciliation and rights,,,Community care networks,,,,,I'll type my answer instead📱,,,,Include full dental care and education to every person,NEUTRAL,0.524233222,,Political polarization,,,,Cultural misunderstanding,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,True North Strong and Free,POSITIVE,0.9394796491,Unity,NEUTRAL,0.9980376363,Hate,NEGATIVE,0.7893084288,
fa1d8c8b-93e9-4ef6-b396-800dc0b3a261,Link,ARF,927e6694-6c12-42b2-b738-aa1ac5c20e70,2025-05-05 13:28:51,2025-05-05 13:34:04,Completed,263803,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),,,,Community relationships and networks,,Belief systems and core values,Personal passions and curiosities,,,,,A little connected,I'll type my answer instead📱,,,,I was born here but I'm not particularly proud of that. And I don't believe nationality is something to really identify with.,NEGATIVE,0.8852846026,I'll type my answer instead📱,,,,Syrup,NEUTRAL,0.9968931675,Equitable systems,,,,Environmental regeneration,,Community care networks,,,,,I'll type my answer instead📱,,,,Introduced a universal basic income.,NEUTRAL,0.8229107261,,Political polarization,,,Economic inequality,,,,,,,Collaborative community projects,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,A tale of colonial exploitation,NEGATIVE,0.6095267534,NDP,NEUTRAL,0.9852327704,Conservatism,NEUTRAL,0.7763835192,
c9981306-4cfd-425a-b8a1-3819937f620f,Link,ARF,504ada09-220a-477f-bf0a-e93be3fccbeb,2025-05-05 13:29:16,2025-05-05 13:34:21,Completed,331424,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Heritage and ancestral connections,Cultural and linguistic frameworks,,,,Belief systems and core values,,,,,,A little connected,I'll type my answer instead📱,,,,Demographics have changed rapidly. Other cultures have brought their differing values and languages which have majorly changed a national identity,NEUTRAL,0.6433851719,I'll type my answer instead📱,,,,Hockey,NEUTRAL,0.9963566065,,Freedom and autonomy,,,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,"Reduced immigration levels to something sustainable, allowing social systems to catch up",POSITIVE,0.9516715407,Resource and regional tensions,,Urban/rural disconnection,,,,,,,,,,,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,Previous generations did an amazing job building this country and systems. It’s all being thrown away because of a minority of activists,MIXED,0.6031385064,Addordability,NEUTRAL,0.7641163468,Progressivism,NEUTRAL,0.8210356832,
559f79c7-3233-4134-86e1-f5c74fd734c4,Link,ARF,48a4496d-e04d-4800-8fe2-9ee1995737f2,2025-05-05 13:29:38,2025-05-05 13:58:30,Completed,444069,Alberta,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),,,,,Work and creative contributions,,,,,,,Very connected,I'll type my answer instead📱,,,,"Canadians have a stellar reputation of being polite and civilized, and I identify with that ",POSITIVE,0.960429132,I'll type my answer instead📱,,,,Nature,NEUTRAL,0.9967429042,,Freedom and autonomy,,,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,"Return to true universal health care with world class care, including dental and vision, mental health etc. ",POSITIVE,0.848751843,,Political polarization,,,Economic inequality,,,,,,,Collaborative community projects,,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,"Not perfect, but always improving ",MIXED,0.9853046536,Integration,NEUTRAL,0.9940109849,Division,NEUTRAL,0.999542594,
c3fdc4eb-d690-4c5e-9746-de1c385619e8,Link,ARF,8a2774d7-23c0-48d2-bd61-2fd2821e4284,2025-05-05 13:29:52,2025-05-05 13:37:31,Completed,411572,Alberta,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),,,,,,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,I'm Caucasian,NEUTRAL,0.9856390357,I'll type my answer instead📱,,,,Apologetic,NEUTRAL,0.8761018515,,Freedom and autonomy,,,,,,,,,,I'll type my answer instead📱,,,,Got rid of daylight savings time,NEUTRAL,0.5472906232,,,,Generational perspectives,,Cultural misunderstanding,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Canada awesome place to live for 6 months out of the year,POSITIVE,0.9858000278,Stand up for individual rights,POSITIVE,0.894080162,Taxes,NEUTRAL,0.9420410395,
9947925d-c876-49f9-8665-34d747152a51,Link,ARF,1a698095-5dd9-4a14-917a-7c690de99d73,2025-05-05 13:29:59,2025-05-05 13:43:09,Completed,557496,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),,Cultural and linguistic frameworks,,,Work and creative contributions,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,"I grew up here. I've lived here all my life. When I travel and see other cultures, I feel Canadian. I feel Canadians are very accepting of race, gender identity, and religion. Not all the time and unfortunately that seems to be fading.",MIXED,0.9255313277,I'll type my answer instead📱,,,,Polite,NEUTRAL,0.7188753486,Equitable systems,,Embracing pluralism,Indigenous reconciliation and rights,,,,,,,,I'll type my answer instead📱,,,,"Acted on climate change in real, concrete, and big ways ways, i.e. stop funding the fossil fuel industry and start funding small to medium size sustainable/renewable energy.",POSITIVE,0.5824194551,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,"Indigenous and settler communities work together building a strong, resilient country!",POSITIVE,0.945407331,Climate change action!,NEUTRAL,0.6920368671,Trump,NEUTRAL,0.9979364872,
e590ba94-7b85-4e33-aa3b-19eecbc81c74,Link,ARF,052bc94b-dd29-4c3b-9ad2-dc36c9fcd2b3,2025-05-05 13:30:14,2025-05-05 13:46:45,Completed,161210,Quebec,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),,Cultural and linguistic frameworks,Regional landscape and place,,Work and creative contributions,,,,,,,Very connected,I'll type my answer instead📱,,,,"I was born in this country and so was my mother. My father chose to come to this country when he was younger. My mother’s French Canadian, my father Italian, and I grew up going to English school. That means that I speak English in French and can I identify a bit with the immigrant experience I also recognize how very different cat is from the United States and as a traveller who has gone to many countries around the world I feel that I am very different than Americans and have something that is uniquely to.",POSITIVE,0.5158994794,I'll type my answer instead📱,,,,Compromise,POSITIVE,0.8006916046,Equitable systems,,,Indigenous reconciliation and rights,,,Community care networks,,,,,I'll type my answer instead📱,,,,"It would be a leader when it comes to gender quality, and would have a thriving inclusive economy for all",POSITIVE,0.9949756861,Resource and regional tensions,,,,Economic inequality,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Always evolving,NEUTRAL,0.8485008478,Fulfilment,NEUTRAL,0.924721539,Division/separation,NEUTRAL,0.9939205647,
9c1dea0d-49c2-4423-b972-ec837d0be7d9,Link,ARF,368c32b4-9d1a-4c89-898a-8916628cade3,2025-05-05 13:30:54,2025-05-05 13:37:40,Completed,563199,British Columbia,Urban (big city or downtown area),5–10 years,Millennial (born ~1981–1996),,,,Community relationships and networks,Work and creative contributions,,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,I understand what's happening around me and I feel a part of that,POSITIVE,0.5373850465,I'll type my answer instead📱,,,,Kind,NEUTRAL,0.9923071265,Equitable systems,,,,Environmental regeneration,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,"Affordable housing market, independent economy ",POSITIVE,0.5509757996,,,,Generational perspectives,Economic inequality,,,,,,,Collaborative community projects,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,Don't know,NEUTRAL,0.9892838001,Improved,POSITIVE,0.7905911207,Inequality,NEGATIVE,0.9946330786,
01ca821a-56ff-4832-972f-ce9a23e65c8f,Link,ARF,d6209ed7-e192-4b72-87ba-8dcaa0043a2d,2025-05-05 13:31:11,2025-05-05 13:38:38,Completed,161412,Manitoba,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),,,,,Work and creative contributions,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,"The Canadian identity is becoming more divided, I used to feel more connected to it",NEGATIVE,0.7947375774,I'll type my answer instead📱,,,,Diversity,NEUTRAL,0.9577102661,Equitable systems,,,Indigenous reconciliation and rights,,,Community care networks,,,,,I'll type my answer instead📱,,,,Elected a strong majority government,NEUTRAL,0.6647638679,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,We owned the mistakes of our past to better our future,POSITIVE,0.6889307499,Unity,NEUTRAL,0.9980376363,Hate,NEGATIVE,0.7893084288,
3d04a01e-52e5-420c-9827-a4b7019d6d85,Link,ARF,9ffb74cb-1f93-4839-a514-a236addf6101,2025-05-05 13:31:19,2025-05-05 13:37:37,Completed,226679,Quebec,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),,,,Community relationships and networks,,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,Living in Quebec makes you feel less Canadian because of all the separation talk constantly,NEGATIVE,0.4943395555,I'll type my answer instead📱,,,,Open,NEUTRAL,0.9809000492,Equitable systems,Freedom and autonomy,,,,,Community care networks,,,,,I'll type my answer instead📱,,,,Freedom for all living beings and everyone becomes vegan,POSITIVE,0.8917776346,,Political polarization,,,Economic inequality,,,,,,,,Cultural celebration and exchange,,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,We want peace love and freedom,POSITIVE,0.9746613503,To love all living beings and everyone becomes vegan,POSITIVE,0.9376427531,Loss of freedom,NEGATIVE,0.9380838275,
d70fd65c-9d4c-4c53-aab8-ebfc6579732f,Link,ARF,911aa1f4-342c-4855-9864-84ee2a588fe5,2025-05-05 13:31:26,2025-05-05 13:38:17,Completed,573293,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Heritage and ancestral connections,,,Community relationships and networks,,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,Canada has always been a multicultural beautiful land,POSITIVE,0.9833604097,I'll type my answer instead📱,,,,Beauty,NEUTRAL,0.8286641836,,,,Indigenous reconciliation and rights,Environmental regeneration,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,End racism and bigotry,NEGATIVE,0.7099291086,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,On stolen land,NEGATIVE,0.7758818269,True equity,NEUTRAL,0.5967550278,Right-wing,NEUTRAL,0.8458411098,
cfaf64c5-49ac-4557-9ac0-2b06dc25e9a5,Link,ARF,a36b71b1-9dfb-4174-8f4f-bd11631c4f77,2025-05-05 13:32:08,2025-05-05 13:36:05,Completed,464750,British Columbia,Urban (big city or downtown area),Less than 5 years,Millennial (born ~1981–1996),,Cultural and linguistic frameworks,,,,,,,,,,Not at all connected,I'll type my answer instead📱,,,,I still feel outsider,NEUTRAL,0.661582768,I'll type my answer instead📱,,,,Hypocritic,NEGATIVE,0.9368001819,,,Embracing pluralism,,,,,,,,,I'll type my answer instead📱,,,,No idea,NEUTRAL,0.7032344341,,,,Generational perspectives,,Cultural misunderstanding,,,,,Honest dialogue and listening,,,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,Canada is not a country,NEUTRAL,0.8365624547,Fairness,NEUTRAL,0.8143791556,Nothibg,NEUTRAL,0.9988560677,
60c7d006-4e36-4bf6-8050-cc9f9c6bdc57,Link,ARF,f06632e7-d8a0-4ba5-9962-3fb5ebfd6c9e,2025-05-05 13:32:36,2025-05-05 13:43:42,Completed,349006,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Heritage and ancestral connections,,,,Work and creative contributions,,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,I identify as a Canadian as I was born and raised here and have been taught Canadian values and principles since I was a young child and they are ingrained into me. I take pride in my culture and that we embrace all cultural identities to form a mosaic of a culture and not simply a conformity,POSITIVE,0.992351234,I'll type my answer instead📱,,,,North,NEUTRAL,0.9997732043,Equitable systems,,,Indigenous reconciliation and rights,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,Have fully broken away from our dependence on the USA for our culture and our economy,NEGATIVE,0.9043608308,Resource and regional tensions,Political polarization,,,,,,,,,,,Cultural celebration and exchange,Educational transformation,,,,,,,I'll type my answer instead📱,,,,"A country founded on principles, not greed and war",NEUTRAL,0.5753091574,Autonomy,NEUTRAL,0.9891555905,Annexation,NEUTRAL,0.8420792222,
ed7d89e0-6aea-4c59-b8c2-bfbbfa913c13,Link,ARF,6badac0c-890f-4db2-811c-a9f03c45e009,2025-05-05 13:32:43,2025-05-05 13:40:54,Completed,539478,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,,,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,I am proud to be Canadian born and raised.,POSITIVE,0.9913688302,I'll type my answer instead📱,,,,Proud,POSITIVE,0.527977407,,,,,,,Community care networks,,,,,I'll type my answer instead📱,,,,None,NEUTRAL,0.9964517355,,Political polarization,,,,,,,,,,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,Nothing,NEGATIVE,0.587518692,Stay Canadian,NEUTRAL,0.7155097723,Separation,NEUTRAL,0.9575356841,
